id,label,language,name,semester,ssd,title,type,year
22000,Instructor,,,,MED/36,,,
14634,Module,Italian,,Second Semester,BIO/14,FARMACOLOGIA,,2024/2025
14635,Module,Italian,,Second Semester,MED/07,MICROBIOLOGIA E MICROBIOLOGIA CLINICA,,2024/2025
14636,Module,Italian,,Second Semester,MED/09,MEDICINA INTERNA,,2024/2025
14637,Module,Italian,,Second Semester,,TIROCINIO I,,2024/2025
14638,Module,Italian,,Second Semester,MED/49,SCIENZE E TECNICHE DIETETICHE APPLICATE,,2024/2025
23838,Instructor,,,,,,,
14640,Module,Italian,,Second Semester,MED/50,SCIENZE E TECNICHE MEDICHE APPLICATE,,2024/2025
14641,Module,Italian,,First Semester,,AGGIORNAMENTI IN SCIENZE DELLE TECNICHE DIETETICHE,,2023/2024
14642,Module,Italian,,First Semester,MED/13,ENDOCRINOLOGIA,,2023/2024
14643,Module,Italian,,First Semester,BIO/10,BIOCHIMICA,,2023/2024
14644,Module,Italian,,First Semester,MED/49,SCIENZE TECNICHE DIETETICHE APPLICATE,,2023/2024
14645,Module,Italian,,First Semester,MED/38,PEDIATRIA,,2023/2024
14646,Module,Italian,,First Semester,,AGGIORNAMENTI IN SCIENZE DELLE TECNICHE ORTOPEDICHE,,2023/2024
14647,Module,Italian,,First Semester,MED/28,MALATTIE ODONTOSTOMATOLOGICHE,,2023/2024
14648,Module,Italian,,First Semester,MED/50,MEDICINA FISICA E RIABILITATIVA,,2023/2024
14649,Module,Italian,,First Semester,MED/33,MALATTIE APPARATO LOCOMOTORE,,2023/2024
14650,Module,Italian,,First Semester,,AGGIORNAMENTI IN SCIENZE DELLE TECNICHE AUDIOPROTESICHE,,2023/2024
14651,Module,Italian,,First Semester,MED/50,SCIENZE TECNICHE MEDICHE APPLICATE,,2023/2024
14652,Module,Italian,,First Semester,MED/32,AUDIOLOGIA,,2023/2024
14653,Module,Italian,,First Semester,MED/31,OTORINOLARINGOIATRIA,,2023/2024
14654,Module,Italian,,Second Semester,,AGGIORNAMENTI IN SCIENZE DELLE TECNICHE DELL'IGIENE DENTALE,,2023/2024
14655,Module,Italian,,Second Semester,MED/29,CHIRURGIA MAXILLO FACCIALE,,2023/2024
14656,Module,Italian,,Second Semester,MED/28,MALATTIE ODONTOSTOMATOLOGICHE,,2023/2024
14657,Module,Italian,,Second Semester,,AGGIORNAMENTI IN SCIENZE DELLE TECNICHE DI FISIOPATOLOGIA CARDIOCIRCOLATORIA E PERFUSIONE CARDIOVASCOLARE,,2023/2024
14658,Module,Italian,,Second Semester,MED/23,CHIRURGIA CARDIACA,,2023/2024
14659,Module,Italian,,Second Semester,MED/11,MALATTIE APPARATO CARDIOVASCOLARE,,2023/2024
14660,Module,Italian,,Second Semester,MED/50,SCIENZE TECNICHE MEDICHE APPLICATE,,2023/2024
14661,Module,Italian,,Second Semester,,TIROCINIO II,,2023/2024
14662,Module,Italian,,Second Semester,MED/50,SCIENZE TECNICHE MEDICHE APPLICATE,,2023/2024
14663,Module,Italian,,Second Semester,MED/49,SCIENZE TECNICHE DIETETICHE APPLICATE,,2023/2024
14664,DegreeProgram,Italian,Scienze delle professioni sanitarie tecniche diagnostiche - Viterbo - ASL Viterbo,,,,Laurea Magistrale,
14665,Curriculum,,Scienze delle professioni sanitarie tecniche diagnostiche - Viterbo - ASL Viterbo - CURRICULUM UNICO,,,,,
14666,Module,Italian,,First Semester,,ORGANIZZAZIONE DEI LABORATORI E DEI SERVIZI,,2024/2025
14667,Module,Italian,,First Semester,MED/03,GENETICA MEDICA,,2024/2025
14668,Module,Italian,,First Semester,MED/05,PATOLOGIA CLINICA,,2024/2025
14669,Module,Italian,,First Semester,MED/46,SCIENZE TECNICHE DI MEDICINA E DI LABORATORIO,,2024/2025
14670,Module,Italian,,First Semester,MED/50,SCIENZE TECNICHE MEDICHE APPLICATE,,2024/2025
14671,Module,Italian,,First Semester,VET/06,PARASSITOLOGIA E MALATTIE PARASSITOLOGICHE,,2024/2025
14672,Module,Italian,,First Semester,,METODOLOGIE DI RICERCA,,2024/2025
14673,Module,Italian,,First Semester,MED/01,STATISTICA MEDICA,,2024/2025
5359,Instructor,,,,,,,
14675,Module,Italian,,First Semester,INF/01,INFORMATICA,,2024/2025
14676,Module,Italian,,First Semester,MED/04,PATOLOGIA GENERALE - PATOLOGIA MOLECOLARE - IMMUNOLOGIA,,2024/2025
14677,Module,Italian,,Second Semester,,PSICOLOGIA E COMUNICAZIONE,,2024/2025
14678,Module,Italian,,Second Semester,M-PSI/08,PSICOLOGIA CLINICA,,2024/2025
14679,Module,Italian,,Second Semester,M-PSI/01,PSICOLOGIA GENERALE,,2024/2025
14680,Module,Italian,,Second Semester,M-PSI/04,PSICOLOGIA DELLO SVILUPPO E DELLA COMUNICAZIONE,,2024/2025
14681,Module,Italian,,Second Semester,,METODOLOGIE DI RICERCA APPLICATA E DI VALUTAZIONE E REVISIONE DELLA QUALITA',,2024/2025
14682,Module,Italian,,Second Semester,MED/36,DIAGNOSTICA PER IMMAGINI E RADIOTERAPIA,,2024/2025
32309,Instructor,,,,MED/37,,,
14684,Module,Italian,,Second Semester,MED/05,PATOLOGIA CLINICA,,2024/2025
14686,Module,Italian,,Second Semester,MED/50,SCIENZE TECNICHE MEDICHE E APPLICATE,,2024/2025
14688,Module,Italian,,Second Semester,MED/46,SCIENZE TECNICHE DI MEDICINA E DI LABORATORIO,,2024/2025
14689,Module,Italian,,First Semester,,PREVENZIONE ED EPIDEMIOLOGIA,,2023/2024
14690,Module,Italian,,First Semester,ING-INF/05,SISTEMI DI ELABORAZIONE DELLE INFORMAZIONI,,2023/2024
14691,Module,Italian,,First Semester,MED/44,MEDICINA DEL LAVORO,,2023/2024
14692,Module,Italian,,First Semester,MED/09,MEDICINA INTERNA,,2023/2024
14693,Module,Italian,,First Semester,MED/42,IGIENE GENERALE E APPLICATA,,2023/2024
14694,Module,Italian,,First Semester,,TECNOLOGIE AVANZATE NELLA GESTIONE DEI SERVIZI SANITARI E NELLA DIDATTICA,,2023/2024
14695,Module,Italian,,First Semester,MED/05,PATOLOGIA CLINICA,,2023/2024
14696,Module,Italian,,First Semester,ING-INF/06,BIOINGEGNERIA ELETTRONICA  E INFORMATICA,,2023/2024
14697,Module,Italian,,First Semester,MED/26,NEUROLOGIA,,2023/2024
14698,Module,Italian,,First Semester,MED/36,DIAGNOSTICA PER IMMAGINI E RADIOTERAPIA,,2023/2024
14699,Module,Italian,,First Semester,MED/50,SCIENZE TECNICHE MEDICHE APPLICATE,,2023/2024
14700,Module,Italian,,First Semester,,PROGETTAZIONE  E GESTIONE DEI PROCESSI FORMATIVI,,2023/2024
14701,Module,Italian,,First Semester,M-PED/03,DIDATTICA E PEDAGOGIA SPECIALE,,2023/2024
14702,Module,Italian,,First Semester,M-PSI/06,PSICOLOGIA DEL LAVORO E DELLE ORGANIZZAZIONI,,2023/2024
14703,Module,Italian,,First Semester,MED/48,SCIENZE INFERMIERISTICHE E TECNICHE NEURO-PSICHIATRICHE E RIABILITATIVE,,2023/2024
14704,Module,Italian,,Second Semester,,MANAGEMENT SANITARIO,,2023/2024
14705,Module,Italian,,Second Semester,IUS/07,DIRITTO DEL LAVORO,,2023/2024
14706,Module,Italian,,Second Semester,SECS-P/07,ECONOMIA AZIENDALE,,2023/2024
14707,Module,Italian,,Second Semester,SECS-P/10,ORGANIZZAZIONE AZIENDALE,,2023/2024
14708,Module,Italian,,Second Semester,,SCIENZE BIOMEDICHE E CORRELAZIONI TECNICHE-ORGANIZZATIVE-DIDATTICHE,,2023/2024
14709,Module,Italian,,Second Semester,BIO/11,BIOLOGIA MOLECOLARE,,2023/2024
16434,Instructor,,,,,,,
14711,Module,Italian,,Second Semester,MED/32,AUDIOLOGIA,,2023/2024
14712,Module,Italian,,Second Semester,MED/04,PATOLOGIA GENERALE PATOLOGIA MOLECOLARE - IMMUNOLOGIA,,2023/2024
14713,Module,Italian,,Second Semester,MED/06,ONCOLOGIA MEDICA,,2023/2024
14714,Module,Italian,,Second Semester,MED/10,MALATTIE APPARATO RESPIRATORIO,,2023/2024
14715,Module,Italian,,Second Semester,,STA TIROCINIO STAGE I,,2023/2024
14716,Module,Italian,,Second Semester,MED/46,SCIENZE TECNICHE DI MEDICINA E DI LABORATORIO,,2023/2024
14717,Module,Italian,,Second Semester,MED/50,SCIENZE TECNICHE MEDICHE APPLICATE,,2023/2024
29308,Instructor,,,,MED/50,,,
14719,DegreeProgram,Italian,Psicologia e Salute,,,,Laurea,
14720,Curriculum,,Psicologia e Salute - CURRICULUM UNICO,,,,,
14721,Module,Italian,,First Semester,BIO/13,BIOLOGIA,,2024/2025
14722,Module,Italian,,First Semester,M-PSI/01,PSICOLOGIA DEI PROCESSI COGNITIVI:TEORIE E METODI,,2024/2025
14723,Module,Italian,,First Semester,M-STO/05,STORIA DELLE SCIENZE PSICOLOGICHE,,2024/2025
32355,Instructor,,,,PHIL-02/B,,,
14725,Module,Italian,,Second Semester,M-PSI/02,PSICOBIOLOGIA E PSICOLOGIA FISIOLOGICA:TEORIE E METODI,,2024/2025
19722,Instructor,,,,M-PSI/02,,,
14727,Module,Italian,,Second Semester,M-PSI/04,PSICOLOGIA DELLO SVILUPPO:TEORIE E METODI,,2024/2025
14728,Module,Italian,,Second Semester,M-PSI/05,PSICOLOGIA SOCIALE:TEORIE E METODI,,2024/2025
14729,Module,Italian,,First Semester,,INGLESE TECNICO,,2022/2023
20125,Instructor,,,,PSIC-01/C,,,
14731,Module,Italian,,First Semester,M-PSI/01,PSICOLOGIA DELLE EMOZIONI DELLE MOTIVAZIONI E DELLA PERSONALITA':TEORIE E METODI,,2023/2024
7890,Instructor,,,,N/A,,,
14733,Module,Italian,,Second Semester,M-PSI/06,PSICOLOGIA DEL LAVORO,,2024/2025
32571,Instructor,,,,PSIC-03/B,,,
14735,Module,Italian,,Second Semester,M-PSI/07,PSICOLOGIA DINAMICA:TEORIE E METODI,,2023/2024
19845,Instructor,,,,M-PSI/07,,,
20075,Instructor,,,,PSIC-03/A,,,
19962,Instructor,,,,PSIC-04/B,,,
19516,Instructor,,,,PSIC-01/C,,,
19418,Instructor,,,,M-PSI/03,,,
19600,Instructor,,,,M-PSI/02,,,
32233,Instructor,,,,M-PSI/02,,,
32560,Instructor,,,,PSIC-04/A,,,
19993,Instructor,,,,PSIC-01/C,,,
19391,Instructor,,,,M-PSI/08,,,
46566,Instructor,,,,PSIC-01/B,,,
19506,Instructor,,,,M-PSI/07,,,
19571,Instructor,,,,PSIC-01/A,,,
19927,Instructor,,,,M-PSI/08,,,
19488,Instructor,,,,M-PSI/02,,,
19582,Instructor,,,,,,,
19521,Instructor,,,,PSIC-01/B,,,
19882,Instructor,,,,N/A,,,
32531,Instructor,,,,PSIC-01/C,,,
19787,Instructor,,,,PSIC-01/B,,,
19810,Instructor,,,,,,,
14758,Module,Italian,,Second Semester,M-PSI/03,PSICOMETRIA,,2023/2024
14759,Module,Italian,,Second Semester,M-PSI/08,PSICOLOGIA CLINICA,,2023/2024
14760,Module,Italian,,Second Semester,M-PSI/04,PSICOLOGIA DELL'EDUCAZIONE,,2023/2024
14761,Module,Italian,,First Semester,M-PSI/02,NEUROSCIENZE COGNITIVE,,2022/2023
19617,Instructor,,,,PSIC-01/B,,,
19543,Instructor,,,,PSIC-01/B,,,
14764,Module,Italian,,First Semester,M-PSI/03,TEORIE E TECNICHE DEI TEST PSICOLOGICI,,2022/2023
14765,Module,Italian,,First Semester,M-PED/04,PEDAGOGIA SPERIMENTALE,,2022/2023
20045,Instructor,,,,M-PED/04,,,
14767,Module,Italian,,First Semester,M-PSI/07,PSICODINAMICA E PSICOPATOLOGIA DELLO SVILUPPO,,2022/2023
20003,Instructor,,,,PSIC-04/A,,,
14769,Module,Italian,,Second Semester,MED/39,NEUROPSICHIATRIA DELL'INFANZIA E DELL'ADOLESCENZA,,2022/2023
20196,Instructor,,,,M-PSI/04,,,
14771,Module,Italian,,Second Semester,"M-PSI/01, M-PSI/03",IL METODO SCIENTIFICO IN PSICOLOGIA: DALLA RICERCA ALLA PRATICA PROFESSIONALE,,2022/2023
14772,Module,Italian,,Second Semester,M-PSI/08,VALUTAZIONE E INTERVENTI IN PSICOLOGIA CLINICA,,2022/2023
32116,Instructor,,,,PSIC-04/B,,,
14774,DegreeProgram,Italian,Psicologia e processi sociali,,,,Laurea,
14775,Curriculum,,Psicologia e processi sociali - CURRICULUM UNICO,,,,,
14776,Module,Italian,,Second Semester,SPS/07,SOCIOLOGIA,,2024/2025
20226,Instructor,,,,GSPS-05/A,,,
19998,Instructor,,,,M-PSI/05,,,
7891,Instructor,,,,PSIC-01/A,,,
14780,Module,Italian,,First Semester,M-PSI/05,PSICOLOGIA SOCIALE DEI GRUPPI,,2023/2024
19758,Instructor,,,,M-PSI/02,,,
19607,Instructor,,,,M-PSI/03,,,
20055,Instructor,,,,PSIC-02/A,,,
6967,Instructor,,,,PSIC-01/C,,,
19746,Instructor,,,,M-PSI/07,,,
19436,Instructor,,,,M-PSI/02,,,
19428,Instructor,,,,N/A,,,
20248,Instructor,,,,PSIC-01/C,,,
20011,Instructor,,,,M-PSI/05,,,
20213,Instructor,,,,PSIC-02/A,,,
19546,Instructor,,,,M-PSI/03,,,
19663,Instructor,,,,PSIC-04/A,,,
31473,Instructor,,,,N/A,,,
19662,Instructor,,,,PSIC-01/C,,,
19948,Instructor,,,,M-PSI/07,,,
19736,Instructor,,,,,,,
14797,Module,Italian,,First Semester,M-PSI/07,PSICODINAMICA DELLE RELAZIONI,,2022/2023
14798,Module,Italian,,First Semester,M-PSI/06,PSICOLOGIA DELLE ORGANIZZAZIONI,,2022/2023
32574,Instructor,,,,M-PSI/06,,,
14800,Module,Italian,,Second Semester,M-PSI/02,NEUROSCIENZE SOCIALI,,2022/2023
14801,Module,Italian,,Second Semester,MED/25,PSICHIATRIA E SALUTE MENTALE,,2022/2023
14802,DegreeProgram,Italian,Scienze e tecniche psicologiche - erogato in modalita prevalentemente a distanza,,,,Laurea,
14803,Curriculum,,Scienze e tecniche psicologiche – erogato in modalità prevalentemente a distanza - CURRICULUM UNICO,,,,,
14804,Module,Italian,,First Semester,M-PED/04,TECNOLOGIE PER L'APPRENDIMENTO,,2023/2024
20180,Instructor,,,,M-PED/04,,,
14806,Module,Italian,,First Semester,M-PSI/03,TEST E STRUMENTI DI MISURA IN PSICOLOGIA,,2022/2023
14807,Module,Italian,,Second Semester,M-PSI/02,Neuropsicologia,,2024/2025
19405,Instructor,,,,PSIC-01/B,,,
14809,Module,Italian,,Second Semester,M-PSI/01,VALUTAZIONE E INTERVENTO NELLE DIFFICOLTA' D'APPRENDIMENTO,,2022/2023
19691,Instructor,,,,,,,
14811,Module,Italian,,Second Semester,M-PSI/08,PSICOLOGIA DELLA DISABILITA,,2022/2023
14812,Module,Italian,,Second Semester,SPS/08,Sociologia della comunicazione,,2022/2023
14813,Module,Italian,,Second Semester,"M-PSI/04, M-PSI/05",PSICOLOGIA DEL LINGUAGGIO E DELLA COMUNICAZIONE,,2022/2023
14814,Module,Italian,,Second Semester,,STAGES E TIROCINI PRESSO ENTI E AZIENDE,,2022/2023
14815,DegreeProgram,Italian,Psicologia della Salute per i contesti clinici e sanitari,,,,Laurea Magistrale,
14816,Curriculum,,Psicologia della Salute per i contesti clinici e sanitari - CURRICULUM UNICO,,,,,
14817,Module,Italian,,First Semester,,NEUROSCIENZE CLINICHE E SOCIALI PER LA SALUTE,,2024/2025
14818,Module,Italian,,First Semester,M-PSI/02,NEUROSCIENZE SOCIALI PER LA SALUTE,,2024/2025
19727,Instructor,,,,M-PSI/02,,,
14820,Module,Italian,,First Semester,M-PSI/02,NEUROSCIENZE CLINICHE PER LA SALUTE,,2024/2025
14821,Module,Italian,,First Semester,M-PSI/02,PSICOBIOLOGIA DEL COMPORTAMENTO TIPICO E ATIPICO,,2024/2025
14822,Module,Italian,,First Semester,,ANALISI DEI DATI E VALUTAZIONE DELLA QUALITA' DELLA VITA,,2024/2025
14823,Module,Italian,,First Semester,M-PSI/03,ANALISI DEI DATI E VALUTAZIONE DELLA QUALITA' DELLA VITA - LABORATORIO,,2024/2025
14824,Module,Italian,,First Semester,M-PSI/03,ANALISI DEI DATI E VALUTAZIONE DELLA QUALITA' DELLA VITA,,2024/2025
14825,Module,Italian,,First Semester,,PSICOFISIOLOGIA DELL'INVECCHIAMENTO CON ELEMENTI DI GERIATRIA,,2024/2025
14826,Module,Italian,,First Semester,MED/09,ELEMENTI DI GERIATRIA,,2024/2025
14827,Module,Italian,,First Semester,M-PSI/02,PSICOFISIOLOGIA DELL'INVECCHIAMENTO,,2024/2025
19653,Instructor,,,,N/A,,,
14829,Module,Italian,,First Semester,,STILI DI VITA ATTIVI ED E-HEALTH,,2024/2025
14830,Module,Italian,,First Semester,INF/01,STILI DI VITA ATTIVI ED E-HEALTH II,,2024/2025
14831,Module,Italian,,First Semester,M-PSI/03,STILI DI VITA ATTIVI ED E-HEALTH I,,2024/2025
14832,Module,Italian,,Second Semester,,PSICOLOGIA DELLE EMOZIONI E TECNICHE DI MINDFULNESS,,2024/2025
14833,Module,Italian,,Second Semester,M-PSI/01,PSICOLOGIA DELLE EMOZIONI,,2024/2025
14834,Module,Italian,,Second Semester,M-PSI/01,TECNICHE DI MINDFULNESS,,2024/2025
14835,Module,Italian,,Second Semester,,PSICOLOGIA DELLA SALUTE E DELLA PREVENZIONE IN AMBITO SANITARIO,,2024/2025
14836,Module,Italian,,Second Semester,M-PSI/08,PSICOLOGIA DELLA SALUTE,,2024/2025
14837,Module,Italian,,Second Semester,MED/42,PSICOLOGIA DELLA PREVENZIONE IN AMBITO SANITARIO LAB,,2024/2025
14838,Module,Italian,,Second Semester,MED/42,PSICOLOGIA DELLA PREVENZIONE IN AMBITO SANITARIO,,2024/2025
14839,Module,Italian,,Second Semester,M-PSI/08,PSICOLOGIA DELLA SALUTE LAB,,2024/2025
14840,Module,Italian,,Second Semester,,VALUTAZIONE E COUNSELLING NEI DISTURBI DELL'ALIMENTAZIONE DEL METABOLISMO E DELL'APPARATO DIGERENTE,,2024/2025
14841,Module,Italian,,Second Semester,M-PSI/08,LABORATORIO DI VALUTAZIONE E COUNSELLING NEI DISTURBI DELL'ALIMENTAZIONE E DEL METABOLISMO,,2024/2025
14842,Module,Italian,,Second Semester,M-PSI/08,LABORATORIO DI VALUTAZIONE E COUNSELLING NEI DISTURBI CRONICI DEL SISTEMA GASTROINTESTINALE,,2024/2025
14843,Module,Italian,,Second Semester,MED/49,ELEMENTI DI NUTRIZIONE CLINICA ED ENDOCRINOLOGIA NEI DISTURBI DELL'ALIMENTAZIONE E METABOLICI,,2024/2025
14844,Module,Italian,,Second Semester,MED/12,I DISTURBI INFIAMMATORI CRONICI DEL SISTEMA GASTROINTESTINALE,,2024/2025
14845,Module,Italian,,Second Semester,,TIROCINIO PRATICO VALUTATIVO - TPV,,2023/2024
14846,Module,Italian,,First Semester,,PSICOLOGIA CLINICA AVANZATA CON LABORATORIO DI COUNSELING PSICOLOGICO,,2023/2024
14847,Module,Italian,,First Semester,M-PSI/08,LABORATORIO DI COUNSELING PSICOLOGICO,,2023/2024
14848,Module,Italian,,First Semester,M-PSI/08,PSICOLOGIA CLINICA AVANZATA,,2023/2024
14849,Module,Italian,,First Semester,,CORPO E MENTE NELLA COSTRUZIONE DELLA SALUTE CON LABORATORIO DI ESPERIENZE CLINICHE DI COPRESENZA MEDICO E PSICOLOGO,,2023/2024
14850,Module,Italian,,First Semester,M-PSI/08,LABORATORIO DI ESPERIENZE CLINICHE DI COPRESENZA MEDICO E PSICOLOGO,,2023/2024
14851,Module,Italian,,First Semester,M-PSI/08,CORPO E MENTE NELLA COSTRUZIONE DELLA SALUTE,,2023/2024
14852,Module,Italian,,First Semester,,ALTRE ATTIVITA' PROFESSIONALIZZANTI,,2023/2024
14853,Module,Italian,,Second Semester,,LABORATORIO DI PROMOZIONE DELLA SALUTE NELLE MALATTIE CARDIOVASCOLARI E IN ONCOLOGIA,,2023/2024
14854,Module,Italian,,Second Semester,M-PSI/08,LABORATORIO DI PROMOZIONE DELLA SALUTE NELLE MALATTIE CARDIOVASCOLARI,,2023/2024
14855,Module,Italian,,Second Semester,M-PSI/08,LABORATORIO DI PROMOZIONE DELLA SALUTE IN ONCOLOGIA,,2023/2024
14856,Module,Italian,,Second Semester,MED/11,DISTURBI DEL SISTEMA CARDIOVASCOLARE,,2023/2024
14857,Module,Italian,,Second Semester,MED/06,ELEMENTI DI ONCOLOGIA,,2023/2024
14858,Module,Italian,,Second Semester,M-PSI/05,GRUPPI E COMUNICAZIONE IN AMBITO SANITARIO,,2023/2024
14859,DegreeProgram,Italian,"Psicologia delle risorse umane, del lavoro e delle organizzazioni",,,,Laurea Magistrale,
14860,Curriculum,,"Psicologia delle risorse umane, del lavoro e delle organizzazioni - CURRICULUM UNICO",,,,,
14861,Module,Italian,,First Semester,,ANALISI MULTIVARIATA PER IL LAVORO E LE ORGANIZZAZIONI,,2024/2025
14862,Module,Italian,,First Semester,M-PSI/03,ANALISI MULTIVARIATA PER IL LAVORO E LE ORGANIZZAZIONI - LABORATORIO,,2024/2025
14863,Module,Italian,,First Semester,M-PSI/03,ANALISI MULTIVARIATA PER IL LAVORO E LE ORGANIZZAZIONI,,2024/2025
14864,Module,Italian,,First Semester,M-PSI/06,STRESS BENESSERE ED ENGAGEMENT NELLE ORGANIZZAZIONI,,2024/2025
37899,Instructor,,,,,,,
14866,Module,Italian,,First Semester,,SELEZIONE E ASSESSMENT,,2024/2025
14867,Module,Italian,,First Semester,M-PSI/06,SELEZIONE E ASSESSMENT - LABORATORIO,,2024/2025
5384,Instructor,,,,M-PSI/06,,,
14869,Module,Italian,,First Semester,M-PSI/06,SELEZIONE E ASSESSMENT,,2024/2025
14870,Module,Italian,,First Semester,SPS/09,SOCIOLOGIA DELLE ORGANIZZAZIONI,,2024/2025
14871,Module,Italian,,Second Semester,M-PSI/01,VALUTAZIONE DELLA PERSONALITA',,2024/2025
14872,Module,Italian,,Second Semester,,VALUTAZIONE E TALENT MANAGEMENT,,2024/2025
14873,Module,Italian,,Second Semester,M-PSI/06,VALUTAZIONE E TALENT MANAGEMENT - LABORATORIO,,2024/2025
19569,Instructor,,,,PSIC-03/B,,,
14875,Module,Italian,,Second Semester,M-PSI/06,VALUTAZIONE E TALENT MANAGEMENT,,2024/2025
14876,Module,Italian,,Second Semester,,DINAMICHE INTERPERSONALI E DI GRUPPO,,2024/2025
14877,Module,Italian,,Second Semester,SPS/09,DINAMICHE INTERPERSONALI E DI GRUPPO II,,2024/2025
15114,Instructor,,,,GSPS-08/A,,,
14879,Module,Italian,,Second Semester,M-PSI/08,DINAMICHE INTERPERSONALI E DI GRUPPO I,,2024/2025
14880,Module,Italian,,Second Semester,M-PSI/05,LEADERSHIP,,2024/2025
14881,Module,Italian,,First Semester,,INTERVENTO E SVILUPPO ORGANIZZATIVO,,2023/2024
14882,Module,Italian,,First Semester,M-PSI/06,INTERVENTO E SVILUPPO ORGANIZZATIVO - LABORATORIO,,2023/2024
14883,Module,Italian,,First Semester,M-PSI/06,INTERVENTO E SVILUPPO ORGANIZZATIVO,,2023/2024
14884,Module,Italian,,First Semester,,PSICOLOGIA DELLA FORMAZIONE,,2023/2024
14885,Module,Italian,,First Semester,M-PSI/06,PSICOLOGIA DELLA FORMAZIONE - LABORATORIO,,2023/2024
14886,Module,Italian,,First Semester,M-PSI/06,PSICOLOGIA DELLA FORMAZIONE,,2023/2024
14887,Module,Italian,,First Semester,M-PSI/02,NEUROSCIENZE PER LE ORGANIZZAZIONI,,2023/2024
14888,Module,Italian,,First Semester,SECS-P/10,ORGANIZZAZIONE E LAVORO DIGITALE,,2023/2024
35648,Instructor,,,,SECS-P/10,,,
14890,DegreeProgram,Italian,"Psicologia giuridica, forense e criminologica",,,,Laurea Magistrale,
14891,Curriculum,,"Psicologia giuridica, forense e criminologica - CURRICULUM UNICO",,,,,
14892,Module,Italian,,First Semester,,PROCESSI DECISIONALI IN AMBITO FORENSE,,2024/2025
14893,Module,Italian,,First Semester,M-PSI/01,PROCESSI DECISIONALI IN AMBITO FORENSE LAB,,2024/2025
14894,Module,Italian,,First Semester,M-PSI/01,PROCESSI DECISIONALI IN AMBITO FORENSE,,2024/2025
14895,Module,Italian,,First Semester,,PROCESSI COGNITIVI ED EMOTIVI NELLE DINAMICHE VIOLENTE,,2024/2025
14896,Module,Italian,,First Semester,M-PSI/01,PROCESSI COGNITIVI ED EMOTIVI NELLE DINAMICHE VIOLENTE II,,2024/2025
14897,Module,Italian,,First Semester,M-PSI/01,PROCESSI COGNITIVI ED EMOTIVI NELLE DINAMICHE VIOLENTE I,,2024/2025
14898,Module,Italian,,First Semester,,VITTIMOLOGIA,,2024/2025
14899,Module,Italian,,First Semester,M-PSI/01,VITTIMOLOGIA LAB,,2024/2025
14900,Module,Italian,,First Semester,M-PSI/01,VITTIMOLOGIA,,2024/2025
14901,Module,Italian,,First Semester,,MEMORIA E TESTIMONIANZA,,2024/2025
14902,Module,Italian,,First Semester,M-PSI/01,MEMORIA E TESTIMONIANZA LABORATORIO,,2024/2025
14903,Module,Italian,,First Semester,M-PSI/01,MEMORIA E TESTIMONIANZA,,2024/2025
14904,Module,Italian,,Second Semester,,EMOZIONI E MEMORIA DI EVENTI TRAUMATICI,,2024/2025
14905,Module,Italian,,Second Semester,M-PSI/01,EMOZIONI E MEMORIA DI EVENTI TRAUMATICI LAB,,2024/2025
14906,Module,Italian,,Second Semester,M-PSI/01,EMOZIONI E MEMORIA DI EVENTI TRAUMATICI,,2024/2025
14907,Module,Italian,,Second Semester,,FONDAMENTI DI DIRITTO CIVILE E FONDAMENTI DI DIRITTO PENALE E PENITENZIARIO,,2024/2025
14908,Module,Italian,,Second Semester,IUS/17,FONDAMENTI DI DIRITTO CIVILE E FONDAMENTI DI DIRITTO PENALE E PENITENZIARIO,,2024/2025
14909,Module,Italian,,Second Semester,IUS/01,FONDAMENTI DI DIRITTO CIVILE E FONDAMENTI DI DIRITTO PENALE E PENITENZIARIO,,2024/2025
14910,Module,Italian,,Second Semester,M-PSI/05,CRIMINOLOGIA,,2024/2025
32604,Instructor,,,,N/A,,,
14912,Module,Italian,,Second Semester,M-PSI/02,TECNICHE PSICOFISIOLOGICHE IN AMBITO GIURIDICO-FORENSE,,2024/2025
14913,Module,Italian,,Second Semester,M-PSI/02,NEUROPSICOLOGIA FORENSE,,2024/2025
14914,Module,Italian,,Second Semester,,GENETICA FORENSE - LABORATORIO AD ALTA SPECIALIZZAZIONE,,2024/2025
14915,Module,Italian,,Second Semester,BIO/11,STRATEGIE DI ANALISI IN GENOMICA FUNZIONALE,,2024/2025
14916,Module,Italian,,Second Semester,BIO/13,GENETICA UMANA,,2024/2025
14917,Module,Italian,,Second Semester,,PSICOLOGIA CLINICA,,2024/2025
14918,Module,Italian,,Second Semester,M-PSI/08,PSICOLOGIA CLINICA,,2024/2025
14919,Module,Italian,,Second Semester,M-PSI/08,PSICOLOGIA CLINICA LAB,,2024/2025
14920,Module,Italian,,Second Semester,,MEDICINA LEGALE E PSICOBIOLOGIA DELLA DIPENDENZA,,2024/2025
14921,Module,Italian,,Second Semester,M-PSI/02,PSICOBIOLOGIA DELLA DIPENDENZA,,2024/2025
14922,Module,Italian,,Second Semester,MED/43,MEDICINA LEGALE,,2024/2025
14923,Module,Italian,,Second Semester,M-PSI/03,ANALISI DEI DATI,,2024/2025
14924,Module,Italian,,Second Semester,M-PSI/03,USO E INTERPRETAZIONE DEI TEST PSICOLOGICI,,2024/2025
14925,Module,Italian,,First Semester,,PERSONALITA' E CONDOTTE DEVIANTI,,2023/2024
